customer_id,age,gender,location,account_age_days,total_purchases,avg_order_value,total_revenue,days_since_last_purchase,email_open_rate,website_visits_per_month,primary_category,satisfaction_score,support_tickets,discount_usage_rate,uses_mobile_app,newsletter_subscribed,customer_lifetime_value,is_churned
CUST02470,35,Female,Urban,210,5,125.98,629.92,3,0.592,4,Sports,3.77,0,0.456,0,0,818.9,0
CUST02471,50,Male,Urban,572,14,101.76,1424.7,25,0.389,12,Home & Garden,2.84,1,0.519,0,1,1852.11,0
CUST02472,66,Female,Urban,33,4,145.8,583.21,8,0.157,6,Beauty,3.87,2,0.069,1,1,758.18,0
CUST02473,28,Male,Urban,379,2,44.84,89.67,3,0.326,8,Fashion,3.76,2,0.175,1,1,116.58,0
CUST02474,21,Male,Urban,548,13,142.44,1851.73,21,0.759,6,Electronics,3.94,1,0.546,1,1,2407.24,0
CUST02475,41,Male,Suburban,274,6,99.34,596.05,107,0.297,1,Sports,3.59,7,0.387,1,0,596.05,1
CUST02476,46,Male,Urban,743,20,54.76,1095.11,5,0.188,6,Home & Garden,4.81,1,0.203,1,0,1423.64,0
CUST02477,35,Female,Urban,217,7,75.13,525.93,0,0.181,7,Electronics,3.3,1,0.199,1,1,683.71,0
CUST02478,55,Male,Urban,369,14,110.74,1550.34,123,0.166,4,Beauty,4.09,4,0.364,1,0,1550.34,1
CUST02479,21,Female,Suburban,611,2,99.93,199.87,33,0.71,11,Fashion,3.66,0,0.486,1,1,259.83,0
CUST02480,46,Female,Urban,126,4,42.14,168.56,36,0.481,7,Beauty,3.61,0,0.466,0,0,219.13,0
CUST02481,30,Female,Urban,646,12,38.56,462.69,118,0.325,4,Home & Garden,2.8,1,0.207,1,0,462.69,1
CUST02482,58,Male,Suburban,400,7,108.62,760.37,54,0.221,10,Electronics,3.26,0,0.395,1,1,988.48,0
CUST02483,61,Female,Suburban,172,7,66.16,463.13,78,0.179,9,Beauty,4.83,0,0.052,1,0,602.07,0
CUST02484,28,Male,Urban,308,5,146.42,732.12,66,0.121,8,Beauty,2.35,0,0.21,0,0,951.76,0
CUST02485,31,Male,Urban,160,4,122.51,490.05,42,0.758,10,Electronics,4.1,1,0.297,0,1,637.06,0
CUST02486,48,Other,Urban,471,5,129.93,649.66,52,0.404,8,Electronics,2.59,1,0.067,0,0,844.56,0
CUST02487,33,Male,Rural,258,3,47.81,143.44,37,0.087,6,Electronics,4.44,3,0.161,1,0,186.47,0
CUST02488,37,Male,Urban,234,2,237.57,475.13,19,0.3,8,Electronics,3.49,2,0.271,1,1,617.67,0
CUST02489,38,Female,Suburban,481,2,138.12,276.24,15,0.538,8,Beauty,4.56,1,0.46,0,0,359.12,0
CUST02490,18,Male,Urban,270,13,182.66,2374.55,8,0.414,10,Sports,3.52,0,0.21,1,1,3086.91,0
CUST02491,37,Female,Suburban,320,0,59.67,0.0,19,0.719,2,Electronics,2.83,2,0.161,1,1,0.0,0
CUST02492,29,Male,Urban,303,10,192.73,1927.33,38,0.593,8,Home & Garden,4.11,1,0.059,1,1,2505.53,0
CUST02493,32,Male,Urban,44,4,64.19,256.74,39,0.232,13,Fashion,3.73,0,0.31,1,0,333.77,0
CUST02494,55,Male,Suburban,96,4,91.05,364.22,51,0.355,11,Books,3.13,2,0.486,0,0,473.48,0
CUST02495,22,Male,Urban,189,2,80.84,161.68,95,0.099,2,Sports,1.63,0,0.349,1,0,161.68,1
CUST02496,47,Male,Urban,200,8,38.62,308.95,47,0.502,10,Beauty,4.94,4,0.231,0,1,401.64,0
CUST02497,34,Female,Suburban,39,3,33.31,99.94,8,0.13,2,Sports,2.62,4,0.422,0,0,99.94,1
CUST02498,34,Female,Rural,319,7,79.31,555.19,1,0.481,13,Books,3.83,3,0.281,0,1,721.75,0
CUST02499,47,Female,Urban,286,7,78.51,549.58,9,0.464,5,Sports,2.16,0,0.254,0,1,714.46,0
CUST02500,42,Male,Suburban,346,12,151.47,1817.68,107,0.124,0,Home & Garden,3.11,0,0.544,1,0,1817.68,1
CUST02501,44,Female,Rural,246,7,85.98,601.89,37,0.857,8,Home & Garden,3.73,1,0.211,1,0,782.45,0
CUST02502,49,Female,Suburban,804,10,58.31,583.11,84,0.685,4,Beauty,3.82,0,0.448,1,0,758.04,0
CUST02503,34,Female,Suburban,442,7,205.23,1436.63,12,0.535,6,Sports,4.51,0,0.358,1,0,1867.62,0
CUST02504,30,Male,Suburban,872,1,265.23,265.23,55,0.236,2,Electronics,3.11,6,0.288,1,0,265.23,1
CUST02505,24,Female,Urban,126,3,34.37,103.11,59,0.132,11,Electronics,4.58,4,0.257,1,0,134.04,0
CUST02506,28,Female,Suburban,241,20,113.26,2265.27,74,0.489,3,Fashion,3.28,2,0.115,0,1,2944.86,0
CUST02507,73,Male,Urban,203,4,27.21,108.86,34,0.121,9,Books,2.59,3,0.386,0,0,141.52,0
CUST02508,52,Female,Urban,76,7,59.64,417.49,70,0.37,10,Books,4.36,2,0.394,0,1,542.74,0
CUST02509,21,Male,Urban,275,4,47.93,191.74,123,0.223,2,Beauty,3.21,4,0.236,0,0,191.74,1
CUST02510,22,Female,Urban,36,5,100.1,500.5,142,0.115,8,Books,3.66,1,0.228,1,1,650.65,0
CUST02511,43,Female,Suburban,467,5,157.51,787.56,6,0.672,7,Electronics,3.98,2,0.067,1,1,1023.83,0
CUST02512,44,Female,Suburban,683,4,90.54,362.15,44,0.396,2,Fashion,3.64,0,0.181,1,1,470.79,0
CUST02513,44,Male,Suburban,263,5,37.01,185.06,5,0.067,16,Beauty,4.21,0,0.566,1,1,240.58,0
CUST02514,34,Male,Urban,344,3,40.06,120.19,115,0.311,2,Fashion,3.55,3,0.164,1,0,120.19,1
CUST02515,36,Female,Urban,687,0,136.83,0.0,139,0.248,3,Home & Garden,3.64,3,0.189,1,0,0.0,1
CUST02516,41,Male,Suburban,147,0,121.43,0.0,31,0.446,8,Electronics,4.5,1,0.396,0,0,0.0,0
CUST02517,39,Male,Rural,76,1,38.07,38.07,144,0.157,0,Sports,3.98,0,0.16,0,0,38.07,1
CUST02518,18,Female,Urban,35,2,31.05,62.09,65,0.247,2,Fashion,3.36,1,0.336,0,0,62.09,1
CUST02519,35,Female,Urban,161,3,43.28,129.84,53,0.12,8,Sports,3.79,1,0.119,1,1,168.79,0
CUST02520,27,Male,Rural,184,8,66.98,535.83,39,0.323,8,Home & Garden,4.41,1,0.175,1,1,696.58,0
CUST02521,40,Male,Urban,491,3,144.59,433.76,23,0.397,9,Sports,3.34,0,0.18,0,1,563.88,0
CUST02522,73,Male,Rural,100,8,67.18,537.46,149,0.209,3,Fashion,3.15,3,0.187,1,0,537.46,1
CUST02523,42,Female,Suburban,72,18,118.0,2124.03,9,0.245,6,Electronics,2.94,1,0.14,1,1,2761.25,0
CUST02524,34,Female,Urban,551,12,123.52,1482.3,72,0.307,2,Electronics,2.12,1,0.231,1,0,1482.3,1
CUST02525,49,Female,Urban,194,5,98.41,492.04,20,0.283,7,Fashion,2.3,1,0.508,1,0,639.65,0
CUST02526,43,Female,Urban,345,3,97.52,292.56,62,0.219,2,Books,2.89,0,0.054,1,0,292.56,1
CUST02527,43,Female,Urban,512,1,83.55,83.55,8,0.11,8,Home & Garden,3.81,1,0.158,0,1,108.62,0
CUST02528,45,Female,Rural,1095,5,46.15,230.75,21,0.749,9,Books,4.38,0,0.611,1,0,299.97,0
CUST02529,62,Male,Suburban,406,8,50.31,402.46,131,0.387,2,Beauty,2.16,3,0.243,0,0,402.46,1
CUST02530,24,Female,Suburban,178,1,62.32,62.32,36,0.275,9,Fashion,3.47,0,0.626,0,0,81.02,0
CUST02531,43,Male,Suburban,543,4,53.73,214.91,30,0.037,2,Beauty,4.14,0,0.093,1,0,279.39,0
CUST02532,26,Female,Urban,140,7,109.64,767.49,62,0.27,10,Beauty,2.69,2,0.356,1,1,997.73,0
CUST02533,44,Female,Suburban,681,8,168.98,1351.82,24,0.351,9,Sports,3.7,0,0.337,1,1,1757.37,0
CUST02534,26,Male,Suburban,168,1,151.15,151.15,30,0.266,13,Books,5.0,1,0.454,1,0,196.49,0
CUST02535,32,Female,Suburban,118,5,64.08,320.41,37,0.528,8,Sports,4.64,2,0.163,1,1,416.53,0
CUST02536,34,Male,Urban,316,6,37.25,223.53,207,0.046,3,Sports,3.34,0,0.078,0,0,223.53,1
CUST02537,49,Female,Suburban,397,1,59.36,59.36,73,0.451,13,Home & Garden,3.21,1,0.228,1,1,77.17,0
CUST02538,49,Male,Rural,123,8,82.06,656.47,1,0.468,9,Fashion,4.2,1,0.167,1,1,853.41,0
CUST02539,23,Female,Urban,190,2,40.19,80.39,68,0.328,1,Fashion,3.42,0,0.536,1,0,80.39,1
CUST02540,38,Male,Urban,429,5,50.22,251.1,31,0.494,12,Beauty,4.62,6,0.319,1,1,326.42,0
CUST02541,29,Male,Suburban,352,16,15.0,240.0,11,0.543,7,Fashion,3.83,2,0.222,1,0,312.0,0
CUST02542,22,Male,Urban,413,10,79.36,793.55,86,0.093,3,Sports,2.25,0,0.038,0,0,793.55,1
CUST02543,35,Male,Suburban,690,2,84.01,168.02,14,0.265,3,Books,4.37,0,0.309,0,1,218.42,0
CUST02544,34,Male,Rural,380,2,98.37,196.75,17,0.492,10,Beauty,3.49,1,0.086,1,1,255.77,0
CUST02545,67,Female,Suburban,818,13,57.49,747.35,2,0.196,5,Fashion,2.98,1,0.259,0,1,971.55,0
CUST02546,43,Male,Suburban,565,10,44.01,440.08,170,0.344,2,Fashion,0.52,1,0.491,1,0,440.08,1
CUST02547,21,Male,Suburban,194,1,34.39,34.39,71,0.406,3,Fashion,2.64,3,0.063,1,0,34.39,1
CUST02548,31,Male,Urban,712,7,46.24,323.67,7,0.439,4,Books,3.48,0,0.465,0,1,420.77,0
CUST02549,50,Female,Urban,369,2,185.79,371.57,30,0.223,10,Home & Garden,4.24,1,0.078,1,1,483.04,0
CUST02550,63,Female,Rural,639,5,153.7,768.51,18,0.526,9,Home & Garden,4.27,0,0.335,1,1,999.06,0
CUST02551,18,Female,Suburban,418,2,123.27,246.53,1,0.175,9,Fashion,4.29,3,0.18,1,1,320.49,0
CUST02552,18,Female,Urban,954,8,151.08,1208.61,117,0.246,3,Fashion,3.68,3,0.296,1,0,1208.61,1
CUST02553,60,Male,Urban,119,2,92.95,185.9,82,0.221,2,Beauty,2.86,1,0.207,0,0,185.9,1
CUST02554,42,Male,Suburban,260,1,130.84,130.84,195,0.19,2,Sports,3.02,3,0.411,1,0,130.84,1
CUST02555,27,Male,Suburban,473,9,89.72,807.44,12,0.279,4,Sports,3.3,3,0.112,0,1,1049.67,0
CUST02556,44,Female,Suburban,341,4,73.42,293.7,54,0.273,7,Electronics,3.4,0,0.193,1,0,381.81,0
CUST02557,18,Other,Urban,141,5,65.55,327.73,5,0.603,6,Beauty,3.14,0,0.233,0,1,426.05,0
CUST02558,38,Female,Rural,891,6,161.13,966.79,25,0.454,7,Sports,3.84,0,0.265,1,1,1256.82,0
CUST02559,41,Male,Suburban,289,4,32.0,128.01,84,0.067,9,Books,3.42,2,0.166,1,0,166.41,0
CUST02560,49,Male,Suburban,598,9,16.45,148.01,0,0.427,13,Home & Garden,3.27,1,0.39,1,1,192.41,0
CUST02561,25,Male,Suburban,448,2,58.5,117.0,29,0.238,11,Beauty,3.65,1,0.491,1,1,152.1,0
CUST02562,39,Female,Urban,530,0,82.51,0.0,25,0.192,10,Beauty,3.54,1,0.218,1,1,0.0,0
CUST02563,26,Male,Rural,111,5,58.39,291.97,52,0.544,8,Beauty,3.06,2,0.027,1,1,379.56,0
CUST02564,41,Female,Urban,298,6,104.72,628.33,12,0.614,9,Sports,2.79,1,0.164,0,0,816.83,0
CUST02565,27,Male,Urban,539,9,192.67,1734.02,8,0.678,4,Home & Garden,1.81,1,0.523,1,1,2254.23,0
CUST02566,33,Female,Suburban,595,8,100.64,805.14,47,0.537,9,Books,3.56,0,0.276,1,1,1046.68,0
CUST02567,26,Female,Suburban,560,3,79.3,237.89,46,0.52,9,Fashion,3.38,1,0.415,0,1,309.26,0
CUST02568,45,Female,Suburban,169,7,22.9,160.28,62,0.168,3,Beauty,1.65,4,0.403,0,0,160.28,1
CUST02569,48,Female,Suburban,65,1,18.01,18.01,12,0.239,2,Home & Garden,1.52,1,0.144,1,0,18.01,1
CUST02570,35,Female,Urban,99,1,74.99,74.99,0,0.817,12,Electronics,4.61,0,0.647,1,1,97.48,0
CUST02571,38,Female,Rural,310,3,98.64,295.91,94,0.195,4,Home & Garden,2.74,0,0.245,1,0,295.91,1
CUST02572,20,Female,Urban,333,2,164.01,328.02,10,0.225,6,Home & Garden,5.0,1,0.317,1,1,426.43,0
CUST02573,34,Female,Rural,309,4,134.75,538.98,24,0.493,12,Books,2.71,1,0.084,1,1,700.67,0
CUST02574,37,Other,Urban,115,12,128.07,1536.87,28,0.541,7,Fashion,3.87,2,0.202,0,0,1997.93,0
CUST02575,69,Female,Suburban,199,7,36.32,254.26,9,0.494,9,Sports,4.1,1,0.291,1,1,330.54,0
CUST02576,24,Female,Urban,886,2,107.73,215.46,33,0.266,6,Fashion,3.4,0,0.207,0,1,280.1,0
CUST02577,55,Female,Suburban,400,6,119.28,715.66,110,0.318,1,Books,4.08,0,0.045,1,0,715.66,1
CUST02578,49,Male,Rural,294,18,53.13,956.32,14,0.425,10,Fashion,3.78,3,0.283,0,0,1243.22,0
CUST02579,41,Male,Suburban,872,10,25.45,254.5,33,0.524,9,Electronics,4.88,0,0.178,0,1,330.85,0
CUST02580,59,Female,Suburban,1006,11,131.1,1442.09,16,0.139,4,Electronics,3.24,1,0.105,1,0,1874.72,0
CUST02581,42,Female,Suburban,216,2,90.5,181.0,177,0.384,4,Books,2.72,0,0.456,1,0,181.0,1
CUST02582,42,Female,Suburban,403,14,71.39,999.49,11,0.671,6,Fashion,3.72,0,0.171,0,1,1299.33,0
CUST02583,37,Male,Rural,79,7,87.47,612.31,5,0.297,11,Electronics,4.54,2,0.355,0,1,796.0,0
CUST02584,52,Female,Urban,59,5,130.73,653.64,6,0.514,9,Sports,3.97,1,0.134,0,0,849.73,0
CUST02585,51,Female,Urban,258,5,269.49,1347.47,20,0.191,7,Fashion,3.55,0,0.083,1,1,1751.71,0
CUST02586,30,Male,Urban,108,3,16.99,50.96,36,0.728,10,Beauty,4.63,0,0.195,1,0,66.25,0
CUST02587,22,Female,Urban,199,6,140.44,842.62,49,0.07,13,Books,3.99,0,0.497,1,1,1095.41,0
CUST02588,35,Female,Urban,375,9,98.19,883.75,37,0.293,8,Books,4.55,0,0.131,0,1,1148.88,0
CUST02589,28,Male,Suburban,758,13,65.42,850.52,106,0.13,1,Electronics,3.74,3,0.086,0,0,850.52,1
CUST02590,37,Female,Urban,410,13,175.09,2276.18,20,0.426,11,Sports,3.32,0,0.249,1,0,2959.04,0
CUST02591,52,Female,Urban,218,12,46.29,555.44,56,0.204,8,Sports,2.88,1,0.056,1,1,722.08,0
CUST02592,32,Male,Urban,1044,0,103.39,0.0,14,0.209,17,Sports,4.45,0,0.202,0,0,0.0,0
CUST02593,37,Male,Suburban,327,2,76.58,153.16,51,0.431,6,Sports,3.34,2,0.285,0,1,199.11,0
CUST02594,38,Other,Suburban,600,16,32.12,513.92,117,0.212,2,Fashion,3.05,1,0.226,1,0,513.92,1
CUST02595,48,Male,Urban,636,7,34.07,238.52,172,0.411,3,Sports,3.36,4,0.286,1,0,238.52,1
CUST02596,18,Male,Rural,292,1,44.2,44.2,58,0.43,10,Beauty,4.84,0,0.237,1,1,57.46,0
CUST02597,30,Male,Urban,30,11,167.29,1840.22,128,0.295,2,Sports,2.63,0,0.521,0,0,1840.22,1
CUST02598,40,Female,Rural,180,5,75.04,375.18,51,0.564,7,Home & Garden,2.57,2,0.71,0,0,487.73,0
CUST02599,52,Female,Suburban,187,8,52.76,422.07,148,0.083,2,Beauty,2.37,1,0.076,1,0,422.07,1
CUST02600,32,Female,Urban,300,9,80.31,722.76,102,0.724,7,Sports,4.06,0,0.259,1,1,939.58,0
CUST02601,18,Male,Suburban,252,2,48.41,96.81,5,0.102,7,Books,5.0,1,0.204,1,0,125.85,0
CUST02602,45,Female,Suburban,263,11,79.46,874.11,28,0.786,10,Beauty,4.33,0,0.382,0,1,1136.34,0
CUST02603,30,Male,Urban,314,9,51.23,461.11,19,0.566,6,Sports,4.02,3,0.248,0,1,599.45,0
CUST02604,23,Male,Rural,359,8,30.61,244.92,1,0.211,7,Books,4.19,0,0.186,1,1,318.4,0
CUST02605,30,Male,Urban,63,10,196.69,1966.86,28,0.523,8,Sports,3.69,3,0.232,1,1,2556.92,0
CUST02606,35,Male,Urban,355,6,27.73,166.39,7,0.26,10,Beauty,4.14,0,0.474,1,0,216.3,0
CUST02607,30,Female,Urban,499,2,179.22,358.44,1,0.53,7,Electronics,3.7,1,0.314,0,1,465.98,0
CUST02608,18,Female,Urban,1053,6,16.49,98.93,26,0.158,7,Beauty,4.0,3,0.412,1,1,128.6,0
CUST02609,48,Male,Urban,346,18,125.38,2256.9,11,0.324,5,Sports,4.28,0,0.113,1,1,2933.97,0
CUST02610,53,Female,Rural,575,7,30.02,210.16,123,0.092,2,Fashion,3.54,1,0.355,1,0,210.16,1
CUST02611,45,Female,Urban,468,7,75.16,526.15,75,0.256,6,Electronics,2.93,2,0.261,1,1,684.0,0
CUST02612,24,Female,Urban,162,4,159.94,639.77,140,0.117,3,Home & Garden,2.86,1,0.163,0,0,639.77,1
CUST02613,35,Male,Suburban,362,1,139.61,139.61,95,0.334,10,Home & Garden,3.4,1,0.255,1,0,181.49,0
CUST02614,37,Female,Rural,823,6,153.09,918.52,58,0.188,9,Sports,3.57,3,0.318,0,1,1194.08,0
CUST02615,45,Male,Rural,794,5,239.5,1197.52,40,0.104,5,Beauty,3.92,2,0.506,0,0,1556.77,0
CUST02616,46,Female,Suburban,794,1,68.82,68.82,3,0.606,6,Books,3.71,3,0.511,0,1,89.46,0
CUST02617,29,Male,Rural,1095,10,145.03,1450.26,13,0.636,8,Beauty,3.43,1,0.338,1,1,1885.34,0
CUST02618,38,Female,Suburban,495,6,120.61,723.64,55,0.353,5,Books,4.87,1,0.113,0,0,940.73,0
CUST02619,43,Male,Rural,222,1,92.9,92.9,23,0.487,13,Electronics,2.5,2,0.463,0,1,120.77,0
CUST02620,55,Male,Suburban,503,5,73.23,366.17,17,0.765,7,Home & Garden,3.39,2,0.184,1,1,476.02,0
CUST02621,46,Female,Urban,142,9,61.3,551.66,4,0.29,7,Home & Garden,3.7,0,0.055,1,0,717.16,0
CUST02622,47,Female,Urban,444,13,83.51,1085.64,3,0.245,7,Home & Garden,3.86,0,0.393,1,0,1411.33,0
CUST02623,39,Female,Suburban,135,13,77.6,1008.77,10,0.505,6,Books,4.93,2,0.225,1,1,1311.4,0
CUST02624,54,Female,Urban,178,4,27.9,111.6,80,0.395,7,Electronics,3.39,3,0.574,0,1,145.08,0
CUST02625,42,Male,Urban,56,17,210.07,3571.17,48,0.578,9,Fashion,3.97,2,0.331,1,0,4642.52,0
CUST02626,27,Female,Suburban,421,3,72.41,217.24,18,0.61,6,Electronics,4.5,2,0.304,1,0,282.41,0
CUST02627,54,Male,Rural,766,6,94.15,564.88,2,0.271,7,Books,4.06,0,0.14,1,0,734.34,0
CUST02628,46,Male,Urban,347,4,238.45,953.8,9,0.447,12,Electronics,3.94,0,0.254,0,1,1239.94,0
CUST02629,32,Female,Suburban,314,7,47.61,333.25,26,0.478,11,Electronics,2.59,2,0.123,0,1,433.22,0
CUST02630,32,Female,Suburban,190,4,64.77,259.07,7,0.359,5,Sports,3.84,1,0.423,0,1,336.79,0
CUST02631,41,Female,Rural,615,10,33.5,335.05,64,0.595,4,Electronics,4.42,0,0.297,1,0,435.56,0
CUST02632,43,Female,Rural,686,8,137.83,1102.65,69,0.271,9,Fashion,4.27,0,0.108,0,0,1433.44,0
CUST02633,40,Female,Suburban,84,1,39.8,39.8,6,0.713,10,Sports,3.74,2,0.493,1,1,51.74,0
CUST02634,41,Male,Suburban,370,6,219.53,1317.18,58,0.308,7,Fashion,3.16,1,0.15,0,1,1712.33,0
CUST02635,58,Male,Urban,599,4,40.38,161.52,32,0.409,2,Books,2.65,1,0.269,1,0,161.52,1
CUST02636,50,Female,Suburban,220,19,81.75,1553.34,147,0.073,1,Books,1.91,1,0.147,0,0,1553.34,1
CUST02637,40,Male,Suburban,71,10,47.53,475.25,69,0.412,4,Books,2.73,3,0.276,1,0,475.25,1
CUST02638,49,Male,Rural,129,3,186.44,559.31,39,0.568,4,Home & Garden,3.73,3,0.156,0,1,727.1,0
CUST02639,25,Male,Suburban,851,2,80.28,160.56,41,0.557,4,Sports,2.91,3,0.187,1,1,208.73,0
CUST02640,42,Female,Urban,669,5,59.73,298.64,8,0.223,11,Sports,2.83,1,0.049,0,1,388.24,0
CUST02641,59,Male,Suburban,728,8,88.59,708.73,100,0.324,3,Beauty,2.23,3,0.753,0,0,708.73,1
CUST02642,35,Female,Urban,99,2,84.27,168.54,36,0.447,16,Beauty,3.18,1,0.451,1,1,219.1,0
CUST02643,27,Female,Urban,595,14,247.99,3471.93,38,0.718,9,Sports,2.21,1,0.079,0,0,4513.5,0
CUST02644,30,Male,Urban,888,5,179.91,899.56,38,0.541,16,Electronics,2.85,4,0.509,1,1,1169.42,0
CUST02645,24,Female,Urban,180,1,69.34,69.34,14,0.122,7,Fashion,3.34,0,0.222,0,0,90.14,0
CUST02646,28,Female,Suburban,271,7,87.58,613.06,75,0.862,9,Beauty,3.53,1,0.184,1,0,796.98,0
CUST02647,33,Female,Urban,382,12,179.91,2158.89,89,0.022,3,Sports,2.27,3,0.516,1,0,2158.89,1
CUST02648,21,Female,Urban,429,2,91.49,182.98,15,0.399,7,Home & Garden,3.11,1,0.331,0,1,237.87,0
CUST02649,38,Male,Rural,230,13,152.08,1977.01,26,0.068,11,Fashion,3.57,2,0.449,0,1,2570.11,0
CUST02650,48,Female,Urban,643,3,77.77,233.31,8,0.447,5,Beauty,4.7,0,0.612,0,0,303.3,0
CUST02651,27,Male,Urban,481,11,72.34,795.79,12,0.578,7,Home & Garden,3.41,0,0.221,1,1,1034.53,0
CUST02652,56,Female,Urban,150,0,35.29,0.0,18,0.552,7,Electronics,3.48,1,0.092,1,0,0.0,0
CUST02653,44,Female,Urban,615,4,62.25,249.0,104,0.777,9,Electronics,3.83,1,0.714,1,1,323.7,0
CUST02654,50,Female,Urban,287,1,92.13,92.13,44,0.311,9,Books,2.48,0,0.243,1,1,119.77,0
CUST02655,30,Male,Urban,496,23,74.95,1723.76,39,0.372,15,Beauty,4.37,0,0.261,1,0,2240.88,0
CUST02656,48,Male,Suburban,162,6,80.27,481.62,131,0.4,1,Fashion,3.48,0,0.535,1,0,481.62,1
CUST02657,24,Male,Urban,170,19,60.3,1145.67,70,0.593,9,Home & Garden,2.17,1,0.208,1,0,1489.38,0
CUST02658,48,Male,Urban,65,1,63.98,63.98,0,0.441,8,Electronics,3.31,0,0.051,0,1,83.17,0
CUST02659,40,Male,Rural,701,9,76.55,688.91,5,0.177,8,Sports,3.49,0,0.169,1,0,895.58,0
CUST02660,44,Female,Urban,574,5,113.07,565.34,12,0.427,5,Fashion,2.1,2,0.447,0,1,734.95,0
CUST02661,23,Male,Rural,384,15,141.22,2118.33,16,0.395,13,Books,4.12,1,0.353,1,1,2753.82,0
CUST02662,27,Other,Suburban,95,1,38.78,38.78,80,0.346,10,Beauty,3.26,1,0.102,0,1,50.41,0
CUST02663,45,Male,Urban,782,8,68.17,545.39,66,0.224,10,Fashion,4.86,0,0.098,1,0,709.01,0
CUST02664,26,Female,Suburban,489,6,84.02,504.12,7,0.499,5,Electronics,3.1,0,0.186,1,1,655.35,0
CUST02665,43,Female,Urban,230,8,107.44,859.52,34,0.475,11,Home & Garden,3.43,1,0.638,1,1,1117.38,0
CUST02666,21,Female,Urban,411,4,92.82,371.3,5,0.657,10,Fashion,3.76,3,0.39,1,1,482.69,0
CUST02667,48,Female,Suburban,281,3,74.78,224.33,8,0.056,11,Electronics,4.12,1,0.188,1,0,291.63,0
CUST02668,23,Male,Suburban,489,4,122.5,489.98,12,0.54,3,Beauty,2.87,3,0.305,1,1,636.98,0
CUST02669,44,Female,Suburban,138,1,22.68,22.68,106,0.388,4,Electronics,4.77,3,0.098,1,0,29.48,0
CUST02670,45,Male,Rural,38,4,121.11,484.42,20,0.283,11,Beauty,3.93,1,0.172,1,1,629.75,0
CUST02671,29,Male,Urban,457,6,67.37,404.19,111,0.247,3,Home & Garden,1.69,4,0.138,0,0,404.19,1
CUST02672,44,Female,Suburban,510,9,101.3,911.69,62,0.343,1,Sports,2.75,1,0.208,1,0,911.69,1
CUST02673,41,Female,Suburban,65,19,163.26,3101.86,62,0.327,3,Books,2.93,0,0.111,1,0,3101.86,1
CUST02674,31,Female,Rural,30,10,36.36,363.61,73,0.181,10,Fashion,4.11,0,0.282,0,0,472.69,0
CUST02675,25,Male,Suburban,387,8,119.32,954.55,4,0.298,9,Home & Garden,2.59,0,0.212,1,1,1240.91,0
CUST02676,18,Male,Rural,469,6,56.08,336.47,75,0.425,14,Electronics,2.49,1,0.271,0,1,437.41,0
CUST02677,42,Male,Urban,272,2,48.79,97.57,13,0.109,6,Electronics,3.39,1,0.561,0,1,126.84,0
CUST02678,19,Male,Suburban,147,4,108.21,432.86,185,0.196,3,Fashion,2.93,3,0.176,0,0,432.86,1
CUST02679,39,Male,Urban,1057,6,37.49,224.96,84,0.135,2,Fashion,2.09,3,0.18,0,0,224.96,1
CUST02680,34,Male,Urban,439,6,72.54,435.26,256,0.242,2,Fashion,3.0,3,0.264,1,0,435.26,1
CUST02681,46,Male,Rural,695,3,37.36,112.08,124,0.427,7,Books,4.42,2,0.671,1,1,145.7,0
CUST02682,34,Female,Urban,117,9,150.76,1356.82,20,0.131,8,Sports,3.69,0,0.489,1,1,1763.87,0
CUST02683,34,Male,Rural,766,6,73.7,442.21,127,0.069,1,Sports,2.22,3,0.046,1,0,442.21,1
CUST02684,46,Female,Urban,427,16,151.2,2419.15,18,0.244,12,Sports,4.27,1,0.282,1,0,3144.9,0
CUST02685,42,Male,Suburban,988,12,106.72,1280.7,48,0.334,3,Books,3.51,1,0.353,1,0,1664.91,0
CUST02686,41,Female,Urban,496,6,22.23,133.37,76,0.186,3,Fashion,2.64,7,0.138,0,0,133.37,1
CUST02687,43,Female,Urban,343,11,16.25,178.78,21,0.538,8,Books,5.0,2,0.228,1,1,232.41,0
CUST02688,19,Male,Urban,299,10,51.21,512.06,10,0.717,11,Sports,3.0,2,0.638,1,1,665.68,0
CUST02689,47,Female,Suburban,185,7,122.17,855.18,101,0.261,2,Electronics,4.04,0,0.116,1,0,855.18,1
CUST02690,45,Male,Urban,302,12,47.17,565.99,4,0.436,10,Home & Garden,4.15,2,0.297,1,1,735.78,0
CUST02691,25,Female,Suburban,502,7,107.35,751.44,20,0.369,9,Books,4.13,1,0.148,1,1,976.88,0
CUST02692,35,Male,Urban,564,8,94.67,757.4,34,0.477,10,Fashion,3.58,0,0.238,1,1,984.62,0
CUST02693,37,Other,Urban,161,16,57.93,926.9,73,0.437,7,Home & Garden,4.23,2,0.513,1,0,1204.96,0
CUST02694,36,Male,Urban,84,14,49.92,698.86,91,0.616,6,Sports,4.1,2,0.194,0,1,908.51,0
CUST02695,42,Male,Urban,402,2,50.89,101.79,32,0.251,6,Home & Garden,3.59,0,0.295,0,1,132.33,0
CUST02696,55,Female,Suburban,61,9,221.82,1996.42,38,0.829,9,Beauty,3.35,2,0.232,1,0,2595.35,0
CUST02697,50,Male,Rural,307,11,119.79,1317.73,86,0.145,12,Fashion,4.43,0,0.228,0,0,1713.05,0
